m_bene,s_bene,genere,regione,provincia,comune,indirizzo,ufficio,distretto,procedura,fascicolo_tipo,categoria,sottocategoria,tipologia,destinatario,fine,utilizzo,decreto_numero,decreto_anno,decreto_data
A-RC-345035,A-RC-77707-S,aziende,Calabria,Reggio Calabria,Reggio di Calabria,VIA BENASSAI N.4/B,Procura della Repubblica,Reggio Calabria,1311/2012,Penale,Società in accomandita semplice,Attività manifatturiere,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,10123,2021,19/02/2021
A-RC-345759,A-RC-80311-S,aziende,Calabria,Reggio Calabria,Gioia Tauro,LOCALITA SOVERETO,Tribunale,Reggio Calabria,57/2014,Prevenzione,Impresa individuale,"Agricoltura, caccia e silvicoltura",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,48016,2019,13/11/2019
A-RC-345984,A-RC-75969-S,aziende,Calabria,Reggio Calabria,Bagnara Calabra,VIA CANTU',Tribunale,Reggio Calabria,26/2012,Prevenzione,Società a responsabilità limitata,Sanità e assistenza sociale,Vendita,Privati,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47352,2020,12/11/2020
A-RC-347663,A-RC-80341-S,aziende,Calabria,Reggio Calabria,Reggio di Calabria,via del Gelsomino 37,Procura della Repubblica,Reggio Calabria,75/2005,Penale,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44879,2019,24/10/2019
A-RC-347902,A-RC-43708-S,aziende,Calabria,Reggio Calabria,Reggio di Calabria,....,Procura della Repubblica,Reggio Calabria,1669/2001,Penale,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44870,2019,24/10/2019
A-RC-350298,A-RC-85185-S,aziende,Calabria,Reggio Calabria,Sinopoli,Via Garibaldi 38/B,Tribunale,Reggio Calabria,76/2010,Prevenzione,Impresa individuale,"Agricoltura, caccia e silvicoltura",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,10157,2021,19/02/2021
A-RC-351769,A-RC-87419-S,aziende,Calabria,Reggio Calabria,Rizziconi,Via Tommaso Campanella,Tribunale,Reggio Calabria,60/2007,Prevenzione,Impresa individuale,"Agricoltura, caccia e silvicoltura",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,10158,2021,19/02/2021
A-RC-353193,A-RC-83798-S,aziende,Calabria,Reggio Calabria,Rosarno,VIA NAZIONALE SUD 5,Procura della Repubblica,Reggio Calabria,10/2016,Penale,Impresa individuale,"Agricoltura, caccia e silvicoltura",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,46623,2021,25/08/2021
A-RC-5412,,aziende,Calabria,Reggio Calabria,Reggio di Calabria,"CDA CATONA VIA TRATTI, 13,",Tribunale,REGGIO DI CALABRIA,6/1991,,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,153,2004,07/06/2004
A-RE-319043,A-RE-4875-S,aziende,Emilia Romagna,Reggio Emilia,Bibbiano,Via Sacco e Vanzetti,Procura della Repubblica,Bologna,8846/2015,Penale,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47506,2021,02/09/2021
A-RE-319045,A-RE-4876-S,aziende,Emilia Romagna,Reggio Emilia,Bibbiano,VIA SACCO E VANZETTI,Procura della Repubblica,Bologna,8846/2015,Penale,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47507,2021,02/09/2021
A-RE-328847,A-RE-36475-S,aziende,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,VIA TAVOLATA 2,Procura della Repubblica,Bologna,8846/2015,Penale,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47257,2021,01/09/2021
A-RE-328888,A-RE-36585-S,aziende,Emilia Romagna,Reggio Emilia,Brescello,"VIA CARDUCCI,6",Procura della Repubblica,Bologna,8846/2015,Penale,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47530,2021,02/09/2021
A-RE-328895,A-RE-36626-S,aziende,Emilia Romagna,Reggio Emilia,Reggiolo,"Via Aurelia, 5",Procura della Repubblica,Bologna,8846/2015,Penale,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18410,2021,29/03/2021
A-RE-328896,A-RE-36645-S,aziende,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,"Via Giacomo Matteotti, 4/B",Procura della Repubblica,Bologna,8846/2015,Penale,Società a responsabilità limitata,Alberghi e ristoranti,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47531,2021,02/09/2021
A-RE-328902,A-RE-36654-S,aziende,Emilia Romagna,Reggio Emilia,Cadelbosco di Sopra,"Via Viottolo Belpoliti, 5",Procura della Repubblica,Bologna,8846/2015,Penale,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18408,2021,29/03/2021
A-RE-328903,A-RE-36655-S,aziende,Emilia Romagna,Reggio Emilia,Cadelbosco di Sopra,"Via Viottoli Belpoliti, 5",Procura della Repubblica,Bologna,8846/2015,Penale,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18406,2021,29/03/2021
A-RE-328905,A-RE-36693-S,aziende,Emilia Romagna,Reggio Emilia,Cadelbosco di Sopra,"Via Viottolo Belpoliti, 5",Procura della Repubblica,Bologna,8846/2015,Penale,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47262,2021,01/09/2021
A-RE-328910,A-RE-37705-S,aziende,Emilia Romagna,Reggio Emilia,Brescello,"Via della Cisa, 59",Procura della Repubblica,Bologna,8846/2015,Penale,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,17729,2021,25/03/2021
A-RE-329124,A-KR-50006-S,aziende,Calabria,Crotone,Isola di Capo Rizzuto,Via Vicenza n. 17,Procura della Repubblica,Bologna,8846/2015,Penale,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18415,2021,29/03/2021
A-RE-329631,A-RE-50571-S,aziende,Emilia Romagna,Reggio Emilia,Brescello,VIA BREDA VIGNAZZI,Procura della Repubblica,Bologna,69/2016,Penale,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,23639,2020,16/06/2020
A-RE-329639,A-RE-50579-S,aziende,Emilia Romagna,Reggio Emilia,Brescello,VIA BREDA VIGNAZZI 6,Procura della Repubblica,Bologna,69/2016,Penale,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,23637,2020,16/06/2020
A-RE-347904,A-RE-60669-S,aziende,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,via milia santo stefano 33/b,Tribunale,Parma,4/2016,Prevenzione,Società a responsabilità limitata,"Altri servizi pubblici, sociali e personali",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44895,2019,24/10/2019
A-RG-149590,A-RG-35570-S,aziende,Sicilia,Ragusa,Vittoria,"VIA MANZONI, 112,",Tribunale,RAGUSA,16/2006,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,99,2006,14/07/2006
A-RI-317680,A-RI-9859-S,aziende,Lazio,Rieti,Scandriglia,VIA FONTE DELLA VALLE 1,Procura della Repubblica,Napoli,28515/2003,Penale,Impresa individuale,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47113,2019,07/11/2019
A-RM-102807,,aziende,Lazio,Roma,Roma,"VIA PIETRO ANTONIO MICHELI 64/66,",Tribunale,ROMA,181/2001,,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,423,2007,12/12/2007
A-RM-111794,,aziende,Lazio,Roma,Roma,"VIA CESARE BALBO 25 CAP 00184,",Tribunale,ROMA,59/1990,,Società a responsabilità limitata,Alberghi e ristoranti,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,253,2002,19/11/2002
A-RM-111796,,aziende,Lazio,Roma,Roma,"VIA ALESSANDRA 196,",Tribunale,ROMA,59/1990,,Società in nome collettivo,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,67,2003,14/04/2003
A-RM-111800,,aziende,Lazio,Roma,Roma,"VIA G. FERRARI, 12 CAP 00195,",Tribunale,ROMA,59/1990,,Società a responsabilità limitata,Attività finanziarie,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,132,2003,25/06/2003
A-RM-111855,,aziende,Lazio,Roma,Roma,"VIA STATILIO OTTATO NN. 50/52 CAP 00175,",Tribunale,ROMA,4/1994,,Società in accomandita semplice,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,14154,2011,13/10/2011
A-RM-112570,,aziende,Lazio,Roma,Roma,"VIA FERDINANDO ACTON N. 46 - LOC. LIDO DI OSTIA,",Tribunale,ROMA,3/2001,,Altro,,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,254,2004,18/10/2004
A-RM-117196,,aziende,Lazio,Roma,Roma,"VIALE DEI PRIMATI SPORTIVI 66/VIA DEI FIENAROLI 31/D,",Tribunale,MILANO,4/2004,,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Vendita,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,167,2004,25/06/2004
A-RM-122309,A-RM-36829-S,aziende,Lazio,Roma,Roma,"VIA FRANCESCO CRISPI 36 - 00187 ROMA,",Tribunale,ROMA,186/2001,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,205,2007,27/07/2007
A-RM-126110,A-RM-10544-S,aziende,Lazio,Roma,Roma,"VIA DEI CORONARI 26 - 00186,",Tribunale,ROMA,620/2001,Penale,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,67,1997,29/12/1997
A-RM-143553,,aziende,Lazio,Roma,Roma,"VIA MARCHE, 13,",Tribunale,ROMA,59/1990,,Impresa individuale,Alberghi e ristoranti,Vendita,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,267,2009,24/06/2009
A-RM-148227,,aziende,Lazio,Roma,Roma,"VIALE GIUSEPPE MAZZINI 142 CAP 00195,",Tribunale,PALERMO,3/1986,,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,12,1993,08/06/1993
A-RM-149273,A-RM-31301-S,aziende,Lazio,Roma,Roma,"VIA BUCCARI 10 CAP 00195,",Tribunale,CATANIA,5/1999,Penale,Società a responsabilità limitata,Alberghi e ristoranti,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,151,2007,30/05/2007
A-RM-150136,A-RM-35844-S,aziende,Lazio,Roma,Roma,"VIA ROCCA D'EVANDRO , 5 (CAP 00010),",Tribunale,ROMA,72/1998,,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,212,2008,07/05/2008
A-RM-156444,,aziende,Lazio,Roma,Roma,"VIA DEI GIUBBONARI 51,",Tribunale,MILANO,7/2002,,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Vendita,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,105,2003,26/05/2003
A-RM-193898,A-RM-29298-S,aziende,Lazio,Roma,Roma,"VIA ANASTASIO II 321 - CAP 00165,",Tribunale,MILANO,53/2004,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,11476,2011,12/08/2011
A-RM-196493,A-RM-6757-S,aziende,Lazio,Roma,Roma,"VIA MONTE ZEBIO 43,",Tribunale,ROMA,193/2002,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,13448,2011,01/10/2011
A-RM-217574,A-RM-6492-S,aziende,Lazio,Roma,Roma,"VIA ALBEROBELLO 62,",Procura della Repubblica,ROMA,78582/2000,Penale,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,312,2004,01/12/2004
A-RM-229147,A-RM-17397-S,aziende,Lazio,Roma,Roma,"VIALE BATTISTA BARDANZELLU 77,",Tribunale,LECCE,7/2003,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,188,2003,25/09/2003
A-RM-241315,A-RM-14992-S,aziende,Lazio,Roma,Roma,"VIA DELLE SPIGHE, 30,",Tribunale,ROMA,134/2007,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,402,2008,19/09/2008
A-RM-241379,A-RM-15001-S,aziende,Lazio,Roma,Roma,"VIA BARTOLOMEO PERESTRELLO, 39,",Tribunale,ROMA,134/2007,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,518,2008,05/12/2008
A-RM-241446,A-RM-15008-S,aziende,Lazio,Roma,Roma,"VIA EURIALO 23,",Tribunale,ROMA,134/2007,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,519,2008,05/12/2008
A-RM-265417,A-RM-6570-S,aziende,Lazio,Roma,Roma,VIALE VASCO DE GAMA 109/111,Tribunale,Roma,49/2009,Prevenzione,Società in nome collettivo,"Altri servizi pubblici, sociali e personali",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,23417,2020,15/06/2020
A-RM-265433,A-RM-6571-S,aziende,Lazio,Roma,Roma,VIALE UMBERTO ZANOTTI BIANCO 15/19,Tribunale,Roma,49/2009,Prevenzione,Società in accomandita semplice,"Altri servizi pubblici, sociali e personali",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,23407,2020,15/06/2020
A-RM-274296,A-RM-33530-S,aziende,Lazio,Roma,Roma,VIA OSTIENSE N. 75,Tribunale,Roma,334/2009,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,23431,2020,15/06/2020
A-RM-274325,A-RM-33533-S,aziende,Lazio,Roma,Roma,"VIA CAVOUR 57,",Tribunale,ROMA,1/2010,Prevenzione,Società in nome collettivo,,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,28961,2015,04/08/2015
A-RM-285244,A-RM-35466-S,aziende,Lazio,Roma,Velletri,VIA XXIV MAGGIO 86,Tribunale,Roma,126/2010,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,49073,2019,19/11/2019
A-RM-285556,A-RM-40554-S,aziende,Lazio,Roma,Fonte Nuova,"VIA NOMENTANA 293,",Tribunale,PALERMO,135/2010,Prevenzione,Società in accomandita semplice,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47512,2015,14/12/2015
A-RM-295541,A-RM-4277-S,aziende,Lazio,Roma,Roma,"VIA S. GIOVANNI DECOLLATO,4,",Tribunale,NAPOLI,136/1999,Prevenzione,Società per azioni,,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,40330,2015,02/11/2015
A-RM-297277,A-RM-4188-S,aziende,Lazio,Roma,Roma,CORSO TRIESTE 99/A - 103,Procura della Repubblica,Roma,56486/2012,Penale,Società a responsabilità limitata,,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,48342,2015,17/12/2015
A-RM-298613,A-RM-5553-S,aziende,Lazio,Roma,Roma,VIA FILIPPO CORRIDONI,Procura della Repubblica,Roma,23533/2010,Penale,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,6310,2022,02/02/2022
A-RM-298767,A-RM-15419-S,aziende,Lazio,Roma,Roma,VIA ARTURO GRAF,Tribunale,Vibo Valentia,36/2009,Prevenzione,Società a responsabilità limitata,,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,20024,2015,01/06/2015
A-RM-298770,A-RM-15422-S,aziende,Lazio,Roma,Roma,VIALE MARCO FULVIO NOBILIORE,Tribunale,Vibo Valentia,36/2009,Prevenzione,Associazione,,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,20026,2015,01/06/2015
A-RM-304492,,aziende,Lazio,Roma,Roma,",",Tribunale,ROMA,96/2012,,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,15488,2015,30/04/2015
A-RM-305465,A-RM-5444-S,aziende,Lazio,Roma,Roma,via Mario Cora n. 24/26,Tribunale,Roma,257/2013,Prevenzione,Società in accomandita semplice,"Altri servizi pubblici, sociali e personali",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,6310,2022,02/02/2022
A-RM-306102,A-RM-37007-S,aziende,Lazio,Roma,Pomezia,VIA PALLADIO RUTILIO 31/33,Tribunale,Roma,3/2014,Prevenzione,Impresa individuale,"Altri servizi pubblici, sociali e personali",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,35293,2021,16/06/2021
A-RM-306178,A-RM-54991-S,aziende,Lazio,Roma,Roma,"Piazza dei Sanniti, n. 9",Tribunale,Roma,2/2014,Prevenzione,Consorzio,"Altri servizi pubblici, sociali e personali",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18416,2021,29/03/2021
A-RM-306184,A-RM-54997-S,aziende,Lazio,Roma,Roma,"Roma, Via Monte Pertica n. 36",Tribunale,Roma,2/2014,Prevenzione,Consorzio,"Altri servizi pubblici, sociali e personali",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47620,2021,03/09/2021
A-RM-306314,A-RM-37019-S,aziende,Lazio,Roma,Roma,VIA TUSCOLANA 1810,Tribunale,Roma,249/2013,Prevenzione,Società a responsabilità limitata,"Altri servizi pubblici, sociali e personali",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,6310,2022,02/02/2022
A-RM-307047,A-RM-7485-S,aziende,Lazio,Roma,Roma,"VIA DAMIANO CHIESA, 8",Tribunale,ROMA,134/2005,Prevenzione,Società per azioni,"Trasporti, magazzinaggio e comunicazioni",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,15997,2015,05/05/2015
A-RM-308714,A-RM-87585-S,aziende,Lazio,Roma,Roma,Via Palmiro Togliatti n.1613,Tribunale,Roma,136/2014,Prevenzione,Società a responsabilità limitata,"Produzione e distribuzione di energia elettrica, gas e acqua",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,20801,2021,09/04/2021
A-RM-309757,A-RM-6603-S,aziende,Lazio,Roma,Ladispoli,VIA LA SPEZIA 117,Tribunale,Roma,35/2011,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,23645,2020,16/06/2020
A-RM-309770,A-RM-6604-S,aziende,Lazio,Roma,Roma,VIA SALARIA 1254,Tribunale,Roma,35/2011,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,23641,2020,16/06/2020
A-RM-309828,A-RM-6605-S,aziende,Lazio,Roma,Roma,VIALE DELLE GALLINE BIANCHE,Tribunale,Roma,35/2011,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,23643,2020,16/06/2020
A-RM-309829,A-RM-6606-S,aziende,Lazio,Roma,Roma,Via di Acqua Bullicante 234,Tribunale,Roma,35/2011,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,23642,2020,16/06/2020
A-RM-310133,A-RM-4211-S,aziende,Lazio,Roma,Ciampino,via Vittorio Veneto n. 3,Tribunale,Roma,30/2013,Prevenzione,Società a responsabilità limitata,"Altri servizi pubblici, sociali e personali",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47425,2019,08/11/2019
A-RM-310134,A-RM-4212-S,aziende,Lazio,Roma,Genzano di Roma,via Giovanni Segantini n. 2,Tribunale,Roma,30/2013,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47424,2019,08/11/2019
A-RM-310662,A-RM-7778-S,aziende,Lazio,Roma,Roma,via Ludovisi n. 35,Tribunale,Roma,15/2013,Prevenzione,Società a responsabilità limitata,"Altri servizi pubblici, sociali e personali",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,49072,2019,19/11/2019
A-RM-310709,A-RM-17875-S,aziende,Lazio,Roma,Roma,vicolo di Porta Furba n. 59,Tribunale,Roma,344/2009,Prevenzione,Società a responsabilità limitata,Alberghi e ristoranti,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,48617,2019,15/11/2019
A-RM-310710,A-RM-17876-S,aziende,Lazio,Roma,Roma,Via Delle Rondini n. 125,Tribunale,Roma,344/2009,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,48616,2019,15/11/2019
A-RM-310842,A-RM-4145-S,aziende,Lazio,Roma,Roma,via Portuense n. 1555 isola N modulo 28,Tribunale,Roma,41/2012,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,43469,2020,23/10/2020
A-RM-310843,A-RM-4146-S,aziende,Lazio,Roma,Roma,VIA CARLO CATTANEO,Tribunale,Roma,41/2012,Prevenzione,Società a responsabilità limitata,,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,48332,2015,17/12/2015
A-RM-310955,A-RM-36929-S,aziende,Lazio,Roma,Ciampino,VIA PIRZIO BIROLI 37-39,Tribunale,Roma,26/2007,Prevenzione,Società a responsabilità limitata,Attività manifatturiere,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,41486,2020,15/10/2020
A-RM-310994,A-RM-7500-S,aziende,Lazio,Roma,Roma,",",Tribunale,ROMA,134/2005,Prevenzione,Società a responsabilità limitata,,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,24146,2016,30/05/2016
A-RM-310999,A-RM-7505-S,aziende,Lazio,Roma,Roma,",",Tribunale,ROMA,134/2005,Prevenzione,Società per azioni,,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,24142,2016,30/05/2016
A-RM-311000,A-RM-7506-S,aziende,Lazio,Roma,Roma,",",Tribunale,ROMA,134/2005,Prevenzione,Società a responsabilità limitata,,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,24144,2016,30/05/2016
A-RM-311084,A-RM-7561-S,aziende,Lazio,Roma,Roma,",",Tribunale,ROMA,134/2005,Prevenzione,Società a responsabilità limitata,,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,24138,2016,30/05/2016
A-RM-311086,A-RM-7563-S,aziende,Lazio,Roma,Roma,Via Giovanni Nicotera n. 29,Tribunale,Roma,134/2005,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18438,2021,29/03/2021
A-RM-311095,A-RM-7570-S,aziende,Lazio,Roma,Roma,Via Giovanni Nicotera n. 29,Tribunale,Roma,134/2005,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,49045,2019,19/11/2019
